747;Venez, vous pécheurs;;"Venez, vous pécheurs et perdus,
Le sang de Jésus délivre;
IL a sauvé le pire d'entre vous,
En me sauvant, misérable. 

Chorus	
Et je sais, oui, je sais,
Le sang de Jésus peut laver
 les pécheurs ;
Et je sais, oui, je sais,
Le sang de Jésus peut laver 
  les pécheurs. 

Aux faibles, IL donne la force,
Fraie la voie dans les montagnes,
Donne de l'eau dans le désert,
Change la nuit en un beau jour. 

Dans l'épreuve, IL est tout près,
IL tient l'enfer éloigné;
IL te guide en toute sureté,
T'accorde la grâce chaque jour.";;
748;Boyaa, basumuki;;"Boyaa, basumuki, babungi,
Yesu akosikola;
Abikisi moko na bino,
Ebikisaki Ye ngai. 

Chorus		
Mpe nayebi, ngai nayebi,
Makila na Yesu ekosukola,
Mpe nayebi, ngai nayebi,
Makila na Yesu ekosukola,

Na balembi, Apesi makasi,
Apasoli bangomba,
Apesi mai na lisobe,
Alimwisi molili. 

Na mimekano, Abelemi,
Abengani lifelo ;
Akokamba Yo mpe na kimya,
Akopesa yo ngolu.";;
749;Jusqu'au bout;;"Jusqu'au bout, j'avance jusqu'au bout,    
Jusqu'au bout, j'avance jusqu'au bout,
Jusqu'au bout, j'avance jusqu'au bout.
J'irai jusqu'au bout avec le Seigneur.

J'ai pris ma décision, j'avance jusqu'au bout,
J'ai fait mon choix, j'avance jusqu'au bout,
J'ai pris ma décision, j'avance jusqu'au bout,
J'irai jusqu'au bout avec le Seigneur.

Pas de recul, j'avance jusqu'au bout
Pas de recul, j'avance jusqu'au bout,
Pas de recul, j'avance jusqu'au bout,
J'irai jusqu'au bout avec le Seigneur.

J'ai résolu, j'avance jusqu'au bout,
Pas de recul, j'avance jusqu'au bout,
J'ai résolu, j'avance jusqu'au bout,
J'irai jusqu'au bout avec le Seigneur.

Jusqu'au bout, j'avance jusqu'au bout,    
Jusqu'au bout, j'avance jusqu'au bout,
Jusqu'au bout, j'avance jusqu'au bout.
J'irai jusqu'au bout avec le Seigneur.";;
750;Kino suka,;;"Kino suka, nakende na suka,
Kino suka, nakende na suka,
Kino suka, nakende na suka,
Nakende kino suka ná Nkolo. 

Nazwi mokano, nakende na suka,
Ngai naponi, nakende na suka,
Nazwi mokano, nakende na suka,
Nakende kino suka ná Nkolo. 

Nazonga te, nakende na suka,
Nazonga te, nakende na suka,
Nazonga te, nakende na suka,
Nakende kino suka ná Nkolo. 

Ngai nakani, nakende na suka,
Nazonga te, nakende na suka,
Ngai nakani, nakende na suka,
Nakende kino suka ná Nkolo. 

Kino suka, nakende na suka,
Kino suka, nakende na suka,
Kino suka, nakende na suka,
Nakende kino suka ná Nkolo.";;
751;En Christ seul;;"En Christ seul est mon espérance,
Lui, ma lumière, ma force, mon chant ;
Pierre angulaire, Rocher solide,
Contre les vagues et les tempêtes;
Amour sublime, quelle paix profonde,
Finies mes peurs, finies mes luttes;
Mon Réconfort, mon Tout en tout, 
Je compte sur l'amour de Christ. 

En Christ seul qui devint un homme,
Toute la plénitude de Dieu;
Ce Don d'amour et de justice,
Méprisé par l'humanité;
Et sur la croix Jésus mourut,
La colère de Dieu s'apaisa ;
Mes péchés furent placés sur Lui,
Et je vis par la mort de Christ.

Là, dans la terre, Son corps gisait,
Lui qui est la lumière du monde ;
Un glorieux jour Il s'avança,
Il ressuscita de la tombe ;
Comme Il sortit victorieux, 
Le péché ne règne plus sur moi ;
Je suis à Lui, Il est à moi,
Le sang de Christ m'a racheté.

N'y a plus de crainte de la mort,
C'est la puissance de Christ en moi ;
Sur le parcours de toute ma vie,
C'est Jésus qui tient mon destin ;
Ni l'enfer ni le projet d'hommes
Ne peuvent m'arracher de Sa main ; 
Soit qu'Il retourne ou que je meure,
Je tiendrai bon par Sa puissance.";;
752;Na Klisto nde;;"Na Klisto nde nakolikya,
Ye pole mpe nguya na ngai;
Libanga makasi mpenza, 
Na mbonge mpe na mipepe ; 
Kimya monene ngai nazwi,	
Nakobanga lisusu te;
Nakotalela se Klisto,	
Ye nde Mobondisi na ngai.

Klisto ayaki na nzoto,
Ye litondi ya bonzambe;
Ye libonza ya bolingo,
Atiolamaki na bato;	
N'ekulusu Akufaki,		
Nkanda na Nzambe'esilaki;
Azwaki masumu na ngai,
Na kufa na Ye nabiki.

Mpe na nse Akundamaki,
Klisto, pole ya mokili;
Na nkembo Abelemaki,
Mpe Abimaki na nkunda;
Wana Klisto Alongaki,
Nasikwami na masumu;
Ngai nakomi mwana na Ye,
Uta na makila na Ye.

Ngai nakobanga kufa te,                    
Nguya na Ye kati na ngai;
Na bomoi na nga awa nse,
Klisto nde Akokamba ngai;
Lifelo ekokoka te kobotola ngai 
na Klisto;
Ye azonga to nakufa,
Nguya na Ye esimbi ngai.";;
753;C'est vraiment ce que le Ciel est pour moi;;"'Y a un pays où il ne fera pas 
  sombre,
Un jour sans fin, il n'y aura pas 
  de nuit;
Une cité où il n'y aura jamais 
  d'orages,
C'est vraiment ce que le Ciel est
 pour moi. 

Chorus
Quelle belle rencontre quand 
  nous Y arriverons,
Rejoignant la foule sur la mer de 
  verre?
Nous saluant, couronnant Christ
 pour toujours,
C'est vraiment ce que le Ciel est 
  pour moi. 

Et lorsque nous verrons la face 
  de Jésus,
Qui dissipe tout autre genre 
  d'amour ;
Quand IL sera couronné, 
  je serai là,   
C'est vraiment ce que le Ciel est 
   pour moi. 

Un endroit où il n'y a pas de 
 discorde, 
Nous sommes affranchis de toute   
querelle, 
Aucune parole blessante n'y est 
  prononcée;
C'est vraiment ce que le Ciel est 
  pour moi.";;
754;Yango mpenza nde lola  mpo na ngai.;;"Mboka ezali kuna molili te,
Nyonso pole, butu ezali te ;
Mboka wapi mipepe mizali te,
Yango mpenza nde lola
  mpo na ngai. 

Chorus
Esengo ntango tokokoma
 kuna,
Mpe kokutana banso 
 n'ebale;
Kolatisa Klisto motolé
 seko,
Yango mpenza nde lola
  mpo na ngai. 

Wana tomoni elongi na Yesu,
Na bolingo ekopimama te ;
Ekozwa Ye motolé, nakozala,
Yango mpenza nde lola
  mpo na ngai. 

Mboka wapi kowelana eza te,
Tokabwani ná koswana nyonso;
Tokozokisana mpe mitema te,
Yango mpenza nde lola
  mpo na ngai.";;
756;Asimbi ngai;;"Mokumba elekeli ngai,
Na nsoni mpe na masumu ;
Mpe Yesu aye, Asimbi ngai,
Sikawa ngai nabongwani.

Chorus
Asimbi ngai, oh, Asimbi ngai,
Oh, boni natondi n'esengo !
Eloko moko'esalemi,
Asimbi ngai, mpe nabiki.

Ngai nakutani na Nkolo,
Mpe Ye Apetoli ngai ;
Nalemba te kosanjola Ye,
Kino na seko na seko.";;
757;Qui je suis;;"Oh glorieuse victoire 
  quand Il m'a libéré, 
Et Il a fait de mon cœur 
  Son trône ;
Et ma vie n'est plus mienne, 
Prisonnier de Son amour,
Et je vis pour louer Son nom. 

Chorus
Qui je suis, Seigneur, 
  qui je suis,
Je peux voir maintenant, 
  qui je suis ;
Une partie du Sauveur et de 
 Sa Parole,
Une révélation de qui je suis. 

Sur le Calvaire Il était mort pour
   Son Epouse, 
Le Roi des rois devint mon 
   Sauveur ;
C'est le grand mystère de Dieu, 
Et Son amour pour moi,
Que Christ et moi devenions un.";;
758;Digne;;"Ecoutez les cris de ceux-là qui sont 
  enchainés, 
Aucun moyen de se libérer; 
Voyez les pleurs de ceux qui sont 
  dans la servitude,
N'y a-t-il personne pour nous affranchir ?

Chorus
Digne, digne,
Digne l'Agneau immolé !
Digne, digne,
Digne l'Agneau immolé !
(Louez, Adorez, Elevez, Exaltez…)

Alors les pleurs s'arrêtèrent comme 
Le chœur chantait,
Les captifs libérés de leurs chaines ; 
Et des milliers de voix entonnant 
 ce cantique :
Digne, l'Agneau immolé! 

Et puis les saints de tous les temps
  et tous les archanges,
Tenaient tous leurs couronnes dans la main,
Se prosternèrent devant Lui, se joignant 
  à ce chant : 
Digne, l'Agneau immolé!";;
759;Sauvé par grâce !;;"Un jour, ma chaîne se brisera,
Je ne chanterai plus comme 
  maintenant ;
Oh, quelle joie quand j'arriverai
Là-bas dans le palais du Roi.

Chorus
Et je Le verrai face à face,
En redisant : Sauvé par grâce !
Et je Le verrai face à face,
En redisant : Sauvé par grâce !
Un jour, ma chaîne se brisera,
Je ne chanterai plus comme 
  maintenant ;
Oh, quelle joie quand j'arriverai
Là-bas dans le palais du Roi.

Chorus
Et je Le verrai face à face,
En redisant : Sauvé par grâce !
Et je Le verrai face à face,
En redisant : Sauvé par grâce !

Un jour, ce corps de chair mourra,
Je ne saurai dire à quel moment ;
Mais je sais que mon tout en tout
M'a réservé une place au ciel.

Un jour, le soleil se couchera,
A l'occident teinté de rose,
Mon Seigneur dira : C'est bien fait !
Et j'entrerai dans Son repos.

Un jour, alors que dans l'attente,
Ma lampe toute nette et brillante,
Que mon Sauveur ouvre la porte,
Vers Lui mon âme s'envolera.";© Copyright;
760;Lave-moi maintenant, je serai plus blanc que neige;;"Seigneur Jésus, je désire 
  être parfait ;   
Je veux que Tu rachètes mon âme 
 pour toujours ;
Brise toutes les idoles, chasse 
 chaque ennemi ;
Lave-moi maintenant,
Je serai plus blanc que neige.

Chorus            	 
Plus blanc que neige,
Oui, plus blanc que neige;
Lave-moi maintenant,
Je serai plus blanc que neige.

Seigneur Jésus, je te demande 
  humblement;
J'attends, Seigneur béni, à Tes pieds
 meurtris;
Par la foi, je vois Ton sang qui 
  purifie;
Lave-moi maintenant,
Je serai plus blanc que neige.

Seigneur Jésus tu sais que j'attends, 
 patient;                     
Viens maintenant, et crée en moi 
  un cœur nouveau ;
A ceux qui Te cherchent, Tu ne dis 
   jamais : ''Non'' ;
Lave-moi maintenant,
Je serai plus blanc que neige.";;
762;Je sérai plus blanc que neige;;"Seigneur Jésus, je désire être 
  parfait;
Je veux que Tu rachètes mon âme 
  pour toujours
Brise toutes les idoles, chasse chaque 
  ennemi;
Lave-moi maintenant, 
Je serai plus blanc que  neige

CHORUS
Plus blanc que  neige,
Oui, plus blanc que neige ;
Lave-moi maintenant
Je serai plus blanc que neige !

Seigneur Jésus, je Te demande 
  humblement
J'attend, Seigneur béni, à Tes pieds 
  meurtris;
Par la foi, je vois Ton sang qui 
  purifie;
Lave-moi maintenant
Je serai plus blanc que neige !

Seigneur Jésus tu sais que j'attends, 
  patient;
Viens maintenant, et crée en moi 
  un cœur nouveau;
A ceux qui Te cherchent, Tu ne dis 
  jamais: Non !
Lave-moi maintenant
Je serai plus blanc que neige !";© Copyright;
764;Je suis petit;;"Je suis petit, mais peu m'importe ?
Du bon Berger je suis l'agneau
Je puis donc entrer par la porte
Qui mène au ciel tout son troupeau

CHORUS
Oui je veux mettre
Oui je veux mettre
Oh bon sauveur
Mon jeune cœur
Sous ta houlette
Sous ta houlette
Toi seul mon maitre
Conduis-moi

Je suis petit, mais à mon âge,
Jésus tu fus tout comme moi
Si donc ton Esprit me rend sage,
Alors je serai comme toi.

Je suis petit, mais si ma vie
Est aussi chétive ici-bas
Jésus, la tienne est infinie,
Et d'elle tu m'enrichiras.";© Public Domain;Shekinah Tabernacle
765;Les 7 NOMS COMPOSES DE L'ETERNEL;;"JEHOVAH JIREH

Il est Jéhovah Jiré : le Dieu qui pourvoit
Quand je suis au bout,
Ne sachant quelle direction prendre,
et que tout espoir est parti,
Il est celui qui pourvoit toujours à mes besoins 
et non à mes désirs.
Il prend soins de moi

Comme une mère prend soins de son fils.
La parole de l'heure, répond  aux exigences et
Aux problèmes de l'heure. 
A la montagne de l'Eternel, à Morija, 
il sera pourvu, il est Jéhovah Jiré.

JEHOVAH RAPHA

Il est Jéhovah Rapha : l'Eternel, le seul guérisseur.
Quand la médecine n'en peut plus, lève les yeux,
le secours viendra de l'Eternel, le seul guérisseur,
le Seigneur Jésus Christ.

Il est celui qui guéri  toutes nos maladies et  afflictions ;
Il a dû être broyé au Calvaire,afin que nous puissions 
être oints de la Rose de Saron. 
Il était le Lys de la vallée qui nous donne l'opium, 
pour soulager nos maladies et notre douleur

Par le brisement d'une même cellule à la croix,
nous avons reçu une double guérison :
la  guérison spirituelle et la guérison physique.

JEHOVAH TSIDHQENOUS

Il est Jéhovah tsidhqenous : le Dieu de justice. 
Son jugement est juste, il ne condamne pas le juste 
et il ne justifie pas le coupable. 
Tout ce qu'il a promis il va l'accomplir.
Quand le péché abonde,sa grâce surabonde

En son temps le peuple prédestiné sera arraché
vigoureusement par la puissance du saint esprit
malgré la résistance, pour être en sécurité
dans sa demeure. 
Car il est le Dieu de justice
Et tous les élus seront sauvés à cause de sa justice.

JEHOVAH NISSI

Il est Jéhovah Nissi : l'Eternel ma bannière
Mon étendard, mon identité, mon bouclier
Maforce, mon refuge, et ma victoire
En lui je m'abrite contre les Tempêtes.

Quand les ennemis viennent comme un flot
Comme une inondation pour faire de ravage 
dans les derniers jours, l'Eternel élèvera une bannière,
une barrière, l'épouse de Jésus Christ
Pour faire face là où le combat fait rage,
et sous la bannière de l'Eternel,
elle remportera le combat

JEHOVAH SHALOOM

Il est Jéhovah Shaloom : le Dieu de paix
Shalom, c'est l'absence des troubles, 
Shalom c'est l'absence de guerre, 
shalom c'est l'absence de discorde. 
Shaloom c'est le bien être, l'union de coeur, 
de volonté et d'harmonie entre les personnes.
lechâtiment qui nous donnent la paix 
est tombé sur lui à la croix.

Jésus est la paix durable dans les épreuves 
et la douleur.Il est la paix quand les flots de la mer
mugissent et écume.sa paix bannit la crainte. 
Seul un chrétien véritable a cette paix véritable.
Lesténèbres couvrent toute la terre, 
mais à toi l'épouse shalom.

JEHOVAH SABAOTH

Il est Jéhovah Sabaoth : l'Eternel des armées.
nous sommes ses soldats.armé de casque, d'épée, 
de bouclier, de  la ceinture et de chaussures aux pieds 
nous combattons notre ennemi commun le diable : 

Je ne déposerais pas ces armes quelque part ici
sur terre seulement aux pieds de Jésus Christ, 
nous sommes dans une bataille constante ; 
et l'Eternel est avec nous.
il n'a jamais perdu une seule bataille pendant les âges, 
et il ne perdra pas dans cet âge ici
Il est le puissant conquérant.

JEHOVAH SHAMAH

Il est Jéhovah Shamah : l'Eternel toujours présent
Quand je suis perdu sous l'orage dans la vallée, 
il vient  m'éclairer et me montrer  le chemin.
il est un secours qui ne manque jamais 
au temps de détresse.

C'est pourquoi nous sommes sans crainte quand 
 la terre est bouleversée, 
Et que les montagnes chancellent au coeur des mers,
Je suis constamment conscient de sa présence 
et mes pieds ne trébuchent pas 
même à l'heure de la mort, 

quand je traverserais le vieux Jourdain 
dans ce matin sombre, 
il sera présent pour me guider. 
Tenez-vous tranquille et sachez qu'il est Dieu.

Ce que Jéhovah est, se trouve dans ses 7 noms composés.
Sa nature depuis le commencement, 
est contenue dans ces 7 noms rédempteurs.

Son premier nom de la rédemption est Jehova Jireh
Et son dernier nom est Jehova shammah,
L'Eternel toujours présent
Pourvoit toujours aux besoins de ses enfants.

Pour chaque fils de Dieu ayant un objectif dans la vie : 
La parole de l'heure, répond à tous les besoins de l'heure.";© Public Domain;
767;A moi les coeurs braves;;"''A moi, les cœurs braves!''
A dit le Vainqueur
Qui rompt les entraves
Du pauvre pécheur.
''Noble est la carrière :
Qui veut y courir ?
Et, sous ma bannière,
Combattre et mourir ? 

CHORUS
A toi les couronnes
De tous les élus !
C'est toi qui leur donne
Ton ciel, ô Jésus !

L'ennemi fait rage :
Je sens ses fureurs ;
Comme un bruit d'orage,
J'entends ses clameurs,
Quand Satan déchaîne
Tous ses ailes 
Mais ce flot de haine
Expire à Tes pieds.

Ma couronne est prête :
Tu m'as racheté !
Ma justice est faite 
De ta sainteté.
Ta grâce infinie
Couvre mes péchés
A ta croix bénie
Ils sont attachés.

Après tant de luttes,
Lassés mais vainqueurs,
Relevés des chutes
Guéris des douleurs,
Gardés sous ton aile,
Nous irons gouter
La paix éternelle,
Et pourrons chanter :";;
768;presentation pasteur;C;"41.	Or, selon la Parole de Dieu, toutes les deux sont des prostituées, mais celle-ci est ""nue, misérable, malheureuse, aveugle, et elle ne le sait pas"". L'une est tout aussi coupable que l'autre, car ""un homme qui regarde une femme pour la convoiter a déjà commis adultère avec elle dans son coeur"".
Et si cette femme, … eh bien, elle peut dire : ""Minute, Monsieur Branham. Je vous fais savoir que je ne suis pas une prostituée."" Ma soeur, peut-être que, si on mettait une Bible devant vous, vous poseriez la main dessus devant Dieu, et vous jureriez que vous avez été aussi fidèle, fidèle à votre mari que possible. Votre corps appartient à votre mari, mais votre âme appartient à Dieu. Il y a un mauvais esprit qui vous a ointe. Si cela-si ce n'est pas le cas pour vous, alors vous êtes... je peux vous prouver que vous êtes complètement folle.
Que serait-il arrivé à votre grand-mère si elle s'était promenée dans la rue vêtue de ces shorts? On l'aurait fait enfermer dans un asile de fous en disant: ""Elle est sortie sans avoir porté sa robe. Elle doit avoir un problème mental."" Si c'était comme cela à l'époque, c'est la même chose aujourd'hui.
Alors le monde entier est frappé de folie. C'est de la folie partout. Et cela s'est infiltré si graduellement que les gens ne s'en rendent même pas compte.";© Public Domain;SHP
769;Presentation Pasteur;;"LE MONDE SOMBRE DANS LA FOLIE




Citations prophétiques de WILLIAM MARRION BRANHAM



ET TU NE LE SAIS PAS     JEFFERSONVILLE IN USA    Dim 15.08.65

41.	Or, selon la Parole de Dieu, toutes les deux sont des prostituées, mais celle-ci est ""nue, misérable, malheureuse, aveugle, et elle ne le sait pas"". L'une est tout aussi coupable que l'autre, car ""un homme qui regarde une femme pour la convoiter a déjà commis adultère avec elle dans son coeur"".";;
770;Une fois pour toutes;;"Je ne suis qu'un humain,
Je ne suis qu'un homme,
Aide-moi à croire, ce que je peux être
Et tout ce que je suis ;
Montre-moi l'échelle que je dois monter,
Seigneur pour mon bien, 
Enseigne-moi aujourd'hui,
Une fois pour toutes.

CHORUS
Une fois pour toutes, Doux Jésus,
Voilà tout ce que je Te demande ;
Donne-moi juste la force, pour faire chaque jour
Ce que je dois faire.
Hier est passé, Doux Jésus,
Et demain peut ne pas être mien ;
Aide-moi aujourd'hui, montre-moi le chemin
Une fois pour toutes.

Te souviens-Tu quand
Tu marchas avec les hommes,
Seigneur Tu sais bien, si Tu regardes sur terre
C'est pire que jadis ;
La fraude et le vol, violence et crime,
Et pour mon bien, enseigne-moi aujourd'hui,
Une fois pour toutes.";;
772;Yesu Ndeko na bolingo;;"Yesu ndeko na bolingo,
Yo olingi ngai mingi,
Yo okufelaki ngai,
Otalisi ngai nzela

Chorus
Ngai nalingi Nkolo Yesu,
Aleluya na Yesu !
Ngai nalingi Nkolo Yesu,
Aleluya na Yesu !

Yesu Yo malamu mingi,
Opesaki ngai bomoi ;
Ekozala mpe na seko,
Bomoi ekosila te.

Ata bato bakoboya Yo,
Bakolinga Satana,
Yo olingi bato nyonso,
Okoboya moko te.

Soko mpasi, soko liwa,
Yo okolongwa na ngai te ;
Yo osopaki makila
Mpo ete ngai nazwa bomoi.";© Copyright;
773;Dans Ton amour, divin Sauveur !;;"Dans Ton amour, divin Sauveur,
Toi les délices de Ton Père,
Te dépouillant de Ta splendeur,
Tu vins T'unir à ma misère !
Amour divin, le Roi des rois
Pour moi se donne sur la croix !

Amour divin, le Roi des rois
Pour moi se donne sur la croix ! 2x

En vain, mon cœur, de Ton amour,
Voudrait sonder le grand mystère ;
Savoir pourquoi Tu fus, un jour,
Frappé pour moi sur le Calvaire !
Sublime amour, don merveilleux,
Plus grand que l'infini des cieux !

Sublime amour, don merveilleux,
Plus grand que l'infini des cieux ! 2x

Le Créateur, l'Être immortel,
L'Auteur, la Source de la vie ;
Le Fils de Dieu, le Roi du ciel,
Grace ineffable, infinie,
Voulant sauver l'homme pécheur
Souffre  à sa place et pour lui meurt !

Voulant sauver l'homme pécheur
Souffre a sa place et pour lui meurt ! 2x

Mais, ô bonheur, Tu as vaincu !
La mort a dû lâcher sa proie,
Et Ta victoire est mon salut,
Oui, mon bonheur, ma paix, ma joie !
Aussi je veux, tout à nouveau,
Bénir Ton nom, ô saint Agneau ! 

Aussi je veux, tout à nouveau,
Bénir Ton nom, ô saint Agneau ! 2x";;
