670;Jesus,Jesus there's just something about that Name;D;"Jesus, Jesus, Jesus,
da ist etwas in diesem Nam'.
Meister, Retter, Jesus -
wie der Duft, der nach dem Regen kommt.
----------------------------------------------------
Jesus, Jesus, Jesus,
There's just something about that Name.
Master, Saviour, Jesus!
Like the fragrance afther the rain.

Jesus, Jesus, Jesus, 
ruft es aus ihr Himmel und Erd':
Königreiche werden alle vergeh'n,
denn da ist etwas in diesem Nam'.
--------------------------------------------------
Jesus, Jesus, Jesus,
Let all heaven and earth proclaim:
Kings and kingdoms will all pass away,
But there's something about that Name.";
671;All I want to do is love Him;A;"All I want to do is love Him
So glad I feel His love for me,
Jesus paid the price of redemption
On the cross of Calvary.
So every day my heart will praise Him.
I know I'll never be the same.
All I want to do is love Him,
Love His holy Name.";
613;And I just want to thank You, Lord;D / Eb;"Und ich möchte Dir danken, Herr,
dass Dein Wort zu mir kam,
hab's nicht verdient,
dass Du es mir offenbarst.
------------------------------------------------------
And I just want to thank You, Lord
For letting me hear Your Word,
What have I done to deserve
Such glory revealed in me?

Danke für den Augenblick,
als ich sah Dein helles Licht,
welches uns auch ew'ges Leben gibt,
Herr, ich danke Dir.
----------------------------------------------------
Thanks for that special night,
When I saw Your glorious Light,
Came face to face with eternal Life,
Lord, I thank Thee.

Meine Augen könnten noch blind sein,
wärest Du an mir vorbei gegang'n.
Denn die Zeit, in der ich leben darf,
ist elend, arm und blind.
------------------------------------------------
You didn't have to open my eyes,
You could have easiliy passed me by,
For the age I was living in,
Was wretched, poor and blind;

Doch ich hörte ja ""Erkenne den Tag"",
""Schlangensamen"" und ""Vollkomm'ner Glaub'""
""Die Lücke"" und ""Botschaft der Gnade"",
Herr, ich danke Dir.
--------------------------------------------------------
Then I heard Regonizing Your Day,
Serpent Seed an Perfect Faith,
The Breach and The Message of Grace,
Lord, I thank Thee.

Und ich möchte Dir danken, Herr,
dass Dein Wort zu mir kam,
hab's nicht verdient,
dass Du es mir offenbarst.
------------------------------------------------------
And I just want to thank You, Lord
For letting me hear Your Word,
What have I done to deserve
Such glory revealed in me?

Danke für den Augenblick,
als ich sah Dein helles Licht,
welches uns auch ew'ges Leben gibt,
Herr, ich danke Dir.
----------------------------------------------------
Thanks for that special night,
When I saw Your glorious Light,
Came face to face with eternal Life,
Lord, I thank Thee.

Nicht mal in meinem schönsten Traum,
dachte ich, ich würde sehen dies:
wie das Kommen uns'res Herrn,
das uns verborgen war.
--------------------------------------------------
Not even in my wildest dreams,
Did I think I'd see such things,
As the coming of the Lord,
The rapture mystery;

Ich hörte nur, doch jetzt seh' ich,
Gott in Einfachheit.
Originaler Same ist Sein Wort,
Herr, ich danke Dir.
------------------------------------------------
I was blind but now I see,
God in Simplicity,
The Spoken Word is the Original Seed,
And, Lord, I thank Thee.";
676;Hallelujah, He's an answering God;F;"Hallelujah, He's an answering God,
Hallelujah, He's an answering God.
When I prayed in Jesus Name
And by faith the answer came,
Hallelujah, He's an answering God.";
677;Will your anchor hold / We have an anchor;D;"Hält dein Anker dich in des Lebens Wind,
wenn die Wolken zieh'n und der Sturm beginnt?
Wenn die Flut anbricht, und am Anker reißt,
wird er treiben fort oder halten fest?
----------------------------------------------------------
Will your anchor hold in the storms of life,
When the clouds unfold their wings of strife?
When the strong tides lift, and the cables strain,
Will your anchor drift or firm remain?

Chorus
Er ist der Anker für meine Seel',
sicher und stark hält Er ohne Fehl.
Gefestigt an dem Felsen Jesus Christ,
standhaft in der Lieb', die vom Heiland ist
-----------------------------------------------------
We have an anchor that keeps the soul,
Stedfast and sure while the billows roll,
Fastened to the rock which cannot move,
Grounded firm and deep in the savior´s love.

Unser Anker wird widersteh'n dem Wind
und gesichert fest, durch des Heilands Hand.
Und die Kette stark, von mir zu Ihm,
hält sicher fest durch Seine Kraft.
--------------------------------------------------------------
It is safely moored, ´twill the storm withstand,
For ´tis well secured by the savior´s hand.
And the cables passed from His heart to mine,
Can defy the blast, through strength divine.

Er wird halten mich, in des Furchtes Not,
wenn die Zeichen weisen auf den Tod.
Durch die raue See und das große Riff,
keine Welle wird fluten unser kleines Schiff
---------------------------------------------------
It will firmly hold in the straits of fear,
When the breakers have told the reef is near.
Though the tempest rave and the wild winds blow,
Not an angry wave shall our bark o´erflow.

In der Flut vom Tod, wird Er halten mich,
wenn die kalte Flut trifft mich unheimlich.
Wenn sie um mich steigt, wird Er halten fest,
in Gott allein' uns're Hoffnung wächst.
-----------------------------------------------------------------
It will surely hold in the floods of death,
When the waters cold chill our latest breath.
On the rising tide it can never fail,
While our hopes abide within the vail.

Durch die dunkle Nacht, unser Aug' erblickt,
Gottes Stadt aus Gold im hellen Licht.
Und wir ankern fest an dem gold'nen Strand,
Stürme sind vorbei in Gottes Land.
------------------------------------------------------------
Will your eyes behold through the morning light
The city of gold and the harbour bright?
Will your anchor safe by the heavenly shore
When life's storms are past for evermore?";
680;I'm free from the fear of tomorrow;C;"So long I had searched for life's meaning,
Enslaved by the world and my greed;
Then the door of my prison
Was opened by love,
For the ransom was paid - I was free.

Chorus
I'm free from the fear of tomorrow,
I'm free from the guilt of the past;
For I've traded my shackles
For a glorious crown,
I'm Free! Praise the Lord! Free at last! 

I'm free from the guilt that I carried,
From that dull empty life I'm set free;
For when I met Jesus,
He made me complete,
He forgot how foolish I used to be.";
681;You've got to keep on walking;Eb / E;entfernt;
691;When you call on Him;D / E;"Living in a troubled world, 
Seems this day and time,
People searching everywhere, 
Peace they cannot find.
I am just a simple man, 
But this one thing I found:
Trusting in the Lord , 
Has turned my life around

When you call on Him, 
Jesus will forgive you 
And become your dearest friend.
When you call on Him, 
Old things will pass away, 
A new life will begin.
When you call on Him.

In your darkest hour, 
When you're lost and all alone,
Friends have all forsaken 
And it seems all hope is gone.
When you trust in Jesus, 
From that moment you believe,
All your sins He'll wash away 
And pardon you'll receive.

When you call on Him, 
Jesus will forgive you 
And become your dearest friend.
When you call on Him, 
Old things will pass away, 
A new life will begin.
When you call on Him.";
697;Danke Jesus / Hallelujah;G;"Danke Jesus, danke Jesus,
Danke Jesus, danke Jesus!
Danke Jesus, danke Jesus,
Danke Jesus, danke Jesus!
-----------------------------------------------------
Thank you, Jesus, thank You, Jesus,
Thank you, Jesus, thank You, Jesus!
Thank you, Jesus, thank You, Jesus,
Thank you, Jesus, thank You, Jesus!

Halleluja, Halleluja,
Halleluja, Halleluja!
Halleluja, Halleluja,
Hallelujah, Halleluja!
---------------------------------
Hallelujah, hallelujah,
Hallelujah, hallelujah!
Hallelujah, hallelujah,
Hallelujah, hallelujah!

Herr, ich lieb´ Dich,
Herr, ich lieb´ Dich,
Herr, ich lieb´ Dich,
Herr, ich lieb´ Dich, (2x)
-------------------------
Lord, I love You,
Lord, I love You,
Lord, I love You,
Lord, I love You, (2x)";
48;I know not why / But I know whom I have believed;C;"Ich weiß nicht, warum Gottes Gnad'
mir je ward offenbar,
noch warum ich erlöset bin,
der ich ein Sünder war.
-------------------------------------------------------
I know not why God's wondrous grace
To me He hath made known,
Nor why, unworthy, Christ in love
Redeemed me for His own.

Chorus
Doch ich weiß ja, an wen ich glaube,
und Seiner Hand kann mich nichts entreißen.
Mein Erbteil wird Er mir wahren
auf den Tag, da Er erscheint.
-----------------------------------------------------------------
But I know whom I have believed,
And am persuaded that He is able
To keep that which I've committed
Unto Him against that day.

Ich weiß nicht, wie die Glaubenskraft 
mein Gott mir mitgeteilt, 
noch wie der Glaube an Sein Wort
den Seelenschmerz geheilt.
-------------------------------------------------------
I know not how this saving faith
To me He did impart,
Nor how believing in His Word
Wrought peace within my heart.

Ich weiß nicht, wie der Heil'ge Geist 
mich Sünder überzeugt, 
wie Jesus Er in mir verklärt 
und alle Not verscheucht.
-------------------------------------------------------
I know not how the Spirit moves,
Convincing men of sin,
Revealing Jesus through the Word,
Creating faith in Him.

Ich weiß nicht, wieviel Not und Leid
der Herr mir zugedacht,
wie Er mich führt durch Licht und Nacht,
bis einst mein Lauf vollbracht.
-------------------------------------------------------------
I know not what of good or ill
May be reserved for me,
Of weary ways or golden days,
Before His face I see.

Ich weiß nicht, wann der Herr erscheint,
weiß weder Tag noch Stund',
ob durch den Tod Er rufen wird,
ob durch des Engel Mund.
-------------------------------------------------------------
I know not when my Lord may come,
At night or noonday fair,
Nor if I'll walk the vale with Him,
Or meet Him in the air.";
253;We have come into / Wir sind hier im Haus des;D;"Wir sind hier im Haus des Herrn
versammelt, um Ihn anzubeten.             (2x) 
Wir sind hier im Haus des Herrn
versammelt, um Ihn anzubeten. Allezeit,
betet an, Jesus, unsern Herrn.
-----------------------------------------------------------------------------
We have come into His house,
To magnify His Name and worship Him.  (2x)
We have come into His house,
To magnify His Name and worship Christ the Lord.
Worship Him, Jesus Christ the Lord.

Darum schau nicht mehr auf Dich
und richte Deinen Blick auf Jesus.          (2x)
Darum schau nicht mehr auf Dich
und richte Deinen Blick auf Jesus. Allezeit,
schau auf Ihn, betet Ihn an.
-----------------------------------------------------------------------
So forget about yourself,
Concentrate on Him and worship Him.     (2x)
So forget about yourself,
Concentrate on Him, and worship Christ the Lord.
Worship Him, Jesus Christ the Lord.

Wir woll'n heil'ge Hände heben
und ehren Seinen großen Namen.        (2x)
Wir woll'n heil'ge Hände heben
und ehren Seinen großen Namen. Allezeit,
liebet Ihn, Christus, unsern Herrn.
-------------------------------------------------------------------------
Let us lift up holy hands,
Magnify His Name and worship Him.     (2x)
Let us lift up holy hands,
Magnify His Name,
And worship Christ the Lord.
Worship Him, Jesus Christ the Lord.";
338;Cause me to come to Thy river / Komm doch zur;D;"Komm doch zur Quelle
des Lebens noch heut', (3x)
komme noch heut', trinke noch heut',
lebe noch heut'.
----------------------------------------------
Cause me to come
To Thy River,  oh Lord. (3x)
Cause me to come, cause me to drink,
Cause me to live.

Trink' von der Quelle
des Lebens noch heut', (3x)
komme noch heut', trinke noch heut',
lebe noch heut'.
----------------------------------------------
Cause me to drink
At Thy River, oh Lord. (3x)
Cause me to come, cause me to drink,
Cause me to live.

Leb' von der Quelle
des Lebens noch heut', (3x)
lkomme noch heut', trinke noch heut',
lebe noch heut'.
--------------------------------------------------
Cause me to live
At Thy River, oh Lord. (3x)
Cause me to come, cause me to drink,
Cause me to live.";
341;So glad I'm yours Lord / Ich bin so froh Herr;D;"Ich bin so froh, Herr, dass ich bin Dein,
ich darf aus Gnaden Dein Eigen sein.
Du machst von Sünde mich frei und rein,
ich bin so froh, Herr, dass ich bin Dein.
----------------------------------------------------------------
So glad I'm Yours, Lord, so glad I'm Yours.
So glad Your mercy, has followed me.
So glad You found me, and set me free.
So glad I'm Yours, Lord, so glad I'm Yours.

Ich bin so froh Herr, dass ich bin Dein,
ich darf aus Gnaden, Dein Eigen sein.
Du gibst die Fülle des Segens mir,
oh, Herr, mein Heiland, ich danke Dir.
-------------------------------------------------------------
So glad I'm Yours, Lord, so glad I'm Yours.
So glad Your mercy, has followed me.
So glad You bless me, and I Thank Thee.
So glad I'm Yours, Lord, so glad I'm Yours.";
343;I'll say yes / Ich sag Ja, Ja, Ja;D;"Ich sag ja, ja, ja.
Ich sag ja, ja, ja.
Ich sag ja, Herr.
Ich sag ja, Herr.
Ich sag ja, ja, ja.
----------------------------
I'll say yes, yes, yes.
I'll say yes, yes, yes.
I'll say yes, Lord.
I'll say yes, Lord.
I'll say yes, yes, yes.";
348;More than ever before / Mehr als jemals zuvor;D;"Mehr als jemals zuvor,
Herr, ich lieb' Dich.
Mehr als jemals zuvor,
Herr, ich brauch' Dich.
-----------------------------------
More than ever before,
Lord, I love You.
More than ever before,
Lord, I need You.

Mehr als jemals zuvor
möcht' ich Dir sagen,
ich lieb' Dich heut', 
mehr als jemals zuvor.
----------------------------------
More than ever before,
I want to tell You,
I love You now,
More than ever before.

Herr Jesus Christ, ich liebe Dich
weit mehr als je zuvor,
auf dieser Welt mich gar nichts hält,
Du bist mein bester Freund.
---------------------------------------------------------
I love You, Lord, I love You now,
But much more now than before.
You're all I've found in this poor world,
You became my dearest friend.

Mit jedem Tag wird meine Freude
größer als vorher,
auf lange Sicht muss sagen ich,
ich stütz mich auf Dich mehr und mehr.
-----------------------------------------------------------
And with each day You bring on my way,
Joy I've never known before.
And on a long way I would have to say
I lean upon You more and more.

Mehr als jemals zuvor,
Herr, ich lieb' Dich.
Mehr als jemals zuvor,
Herr, ich brauch' Dich.
-----------------------------------
More than ever before,
Lord, I love You.
More than ever before,
Lord, I need You.

Mehr als jemals zuvor
möcht' ich Dir sagen,
ich lieb' Dich heut', 
mehr als jemals zuvor.
----------------------------------
More than ever before,
I want to tell You,
I love You now,
more than ever before.

Mein Herr, Du weißt, ich liebe Dich,
in Worten nicht zu sagen. 
Es tut mir Leid, wo's nicht so war
an vielen trüben Tagen.
--------------------------------------------------
You know it's true that I love You,
More than words could ever show,
Forgive me, Lord, for all the times,
When I haven't loved You so.

Und Du bist alles, was ich brauch',
Anbetung Dir, o, Herr.
An jedem Tag möcht' lernen ich
Dich lieben mehr und mehr.
-----------------------------------------------------
For You mean everything to me,
Your presence I adore.
I want to live each day in such a way. 
You know I love You more and more.

Mehr als jemals zuvor,
Herr, ich lieb' Dich.
Mehr als jemals zuvor,
Herr, ich brauch' Dich.
-----------------------------------
More than ever before,
Lord, I love You.
More than ever before,
Lord, I need You.

Mehr als jemals zuvor
möcht' ich Dir sagen,
ich lieb' Dich heut', 
mehr als jemals zuvor.
----------------------------------
More than ever before,
I want to tell You,
I love You now,
More than ever before.";
349;Jesus, Name above all names / Jesus, höchster Name;D;"Jesus, höchster Name, teurer Erlöser,
siegreicher Herr.
Immanuel, Gott ist mit uns,
Herrlicher Heiland, lebendiges Wort.
-------------------------------------------------------
Jesus, Name above all names.
Beautiful Saviour, glorious Lord of lords.
Emmanuel, God is with us.
Blessed Redeemer, Living Word.

Er ist der Friedefürst und der Allmächt'ge Gott,
Ratgeber, Wunderbar, Ewiger Vater;
und die Herrschaft ruht auf Seiner Schulter
und Seines Friedensreichs wird kein Ende sein.
-----------------------------------------------------------------------
He's the Prince of Peace and the almighty God
Wonderful Counsellor, Eternal Father
And the leadership lays on His shoulder
And of His Mighty Peace there will be no end.";
352;We are climbing / Wir erklimmen Jakobs Leiter;C;"Wir erklimmen Jakobs Leiter,
wir erklimmen Jakobs Leiter,
wir erklimmen Jakobs Leiter,
Soldaten von dem Herrn.
------------------------------------------------
We are climbing Jacob's ladder,
We are climbing Jacob's ladder,
We are climbing Jacob's ladder,
Soldiers of the Lord.

Aufwärts, scheine, gib Gott die Ehre,
aufwärts, scheine, gib Gott die Ehre,
aufwärts, scheine, gib Gott die Ehre,
Soldaten von dem Herrn.
---------------------------------------------------------
Upward, forward, give God the glory,
Upward, forward, give God the glory,
Upward, forward, give God the glory,
Soldiers of the Lord.

Sprosse um Sprosse, höher und höher,
Sprosse um Sprosse, höher und höher,
Sprosse um Sprosse, höher und höher,
Soldaten von dem Herrn.
-------------------------------------------------------------
Climbing upward, higher and higher,
Climbind upward higher and higher,
Climbing upward higher and higher,
Soldiers of the Lord.";
354;Burn, burn Holy Spirit / Brenn, brenn, Heilger;C;"Brenn, brenn, Heil'ger Geist, brenn in mir! 
Setz' mein Herz in Flammen! 
Füll' mich mit der Gotteslieb'
und mit heil'gem Verlangen!
---------------------------------------------------
Burn, burn Holy Spirit, burn in me.
Set my heart on fire.
Fill me with the Holy Ghost;
Lord, that's my desire.

Mach mich wie ein Christ sein soll,
erfüllt mit heil'gem Geist!
Gib mir den Glauben, der sehend macht,
Christus lebend in mir!
-------------------------------------------
Make me like the Christ of old;
Healing and raising the dead.
Give me the power that Jesus had
Through the Blood that was shed.";
355;Jesus I just want to / Jesus ich komm Dich zu;D;"Jesus, ich komm', Dich zu preisen,
Jesus, ich komm', Dich zu preisen,
Jesus, ich komm', Dich zu preisen,
weil Du so gut zu mir bist.
-----------------------------------------------------
Jesus, I just want to praise You.
Jesus, I just want to praise You.
Jesus, I just want to praise You.
Praise You for being so good.

Jesus, ich komm', Dir zu danken,
Jesus, ich komm', Dir zu danken,
Jesus, ich komm', Dir zu danken
weil Du so gut zu mir bist.
----------------------------------------------------
Jesus, I just want to thank You.
Jesus, I just want to thank You.
Jesus, I just want to thank You.
Thank You for being so good.";
358;Father make us one / Vater mach uns eins;G;"Vater, mach uns eins,
Vater, mach uns eins,
dass die Welt erkennt, 
Du hast den Sohn gesandt,
Vater, mach uns eins.
-------------------------------------------
Father, make us one,
Father, make us one.
That the world may know,
Thou hast sent Thy Son .
Father, make us one.

Siehe, wie fein und wie lieblich ist's
wenn Brüder in Einheit zusammen sind, 
denn dort hast Du den Segen verheißen.
Leben in Ewigkeit.
-------------------------------------------------------------
Behold how pleasant and how good it is
For brethren to dwell in unity
For there the Lord
Commands the blessing
Life forever more.";
359;Bless the Lord  (siehe 374);G;siehe 374;
545;Lord You are so precious / Herr Du bist so kostbar;G;"Herr, Du bist so kostbar für mich.
Herr, Du bist so kostbar für mich,
und ich lieb' Dich, ja, ich liebe Dich;
Du liebtest mich zuerst.
--------------------------------------------------------
Lord, You are so precious to me.
Lord, You are so precious to me,
And I love You, yes, I love You,
Because You first loved me.";
548;Christ is the answer / Christus die Antwort auf;D;"Christus, die Antwort auf all mein Sehnen,
Christus die Antwort auf meine Not.
Retter, Erlöser, Er ist mein Heiland,
o Halleluja, Jesus, mein Gott.
---------------------------------------------------------------
Christ is the answer to all my longing,
Christ is the answer to all I need.
Saviour, Baptizer, the great Physician,
Oh, Hallelujah, He's all I need.";
249;Give me oil / Gib mir Öl in mein Herz;D;"Gib mir Öl in mein' Lamp', hilf mir leuchten,
gib mir Öl in mein' Lamp', ich fleh',
gib mir Öl in mein' Lamp', hilf mir leuchten,
hilf mir leuchten, bis der Tag anbricht.
----------------------------------------------------
Give me oil in my lamp, keep me burning;
Give me oil in my lamp I pray.
Give me oil in my lamp, keep me burning,
Keep me burning 'til the break of day.

Sing Hosianna, sing Hosianna,
sing Hosianna,
unser'm König, unser'm Herrn.
Sing Hosianna, sing Hosianna,
sing Hosianna unser'm Herrn.
-----------------------------------------------
Sing Hosannah! Sing Hosannah!
Sing Hosannah to the King of kings!
Sing Hosannah! Sing Hosannah!
Sing Hosannah to the King!";
